Id,Title,type,track,abstract_url,Authors,Abstract
3Y7HQP,Quantum Computing Simulation on RISC-V: Vector and Multithreaded Evaluation,poster,blind,http://cfp.riscv-europe.org/media/eu-summit-2026/question_uploads/SM_EA4I2js.pdf,Rebeca Rasco Flores,"Classical quantum computing simulation is computationally demanding due to exponential state-vector growth.This work evaluates parallelization strategies on the RISC-V SpacemiT K1 using the RISC-V Vector Extension (RVV v1.0) and OpenMP. The dominant qubit-wise multiplication kernel was implemented in four variants: Sequential, OpenMP (MIMD), RVV vectorized (SIMD), and hybrid (OpenMP+RVV). Benchmarks up to 30 qubits 2<sup>30</sup> show size-dependent behavior: SIMD benefits small systems, multithreading improves medium scales, and large systems become memory-bound. The hybrid configuration achieves a peak speedup of 72.1× at 16 qubits and maintains 34.7× at 30 qubits, demonstrating the benefits of vector extensions and multi-core parallelism for quantum computing simulation workloads."
7AQXJK,Generator-Driven Functional Safety for RISC-V SoCs with Formal Assurance,poster,blind,http://cfp.riscv-europe.org/media/eu-summit-2026/question_uploads/RISC_V_Summit_2026___Functional__7rY76oL.pdf,Frederik Haxel,"Functional safety (FuSa) in modern SoC designs demands rigorous fault detection mechanisms alongside standardized error reporting. We present a fully automated, generator-driven design flow that automatically applies dual modular redundancy (DMR) through a pass implemented in CIRCT, an MLIR-based hardware compiler framework, without requiring manual RTL modification. To validate the correctness of the generated design, we apply formal verification, providing strong assurance that the DMR composition itself introduces no spurious faults. In addition, we address the system-level integration of the generated fault detection signals by routing them to a safety controller that adheres to the ""RISC-V RERI Architecture Specification"" for error reporting across the SoC, capturing each error's severity, nature, and location. We validate our generation flow through fault injection, demonstrating reliable fault detection across arbitrary hardware modules and correct propagation, recording, and reporting of detected errors in the safety controller. Combined, our contributions form an automated path from module-level fault hardening to system-level error observability, advancing the practical adoption of FuSa practices in generator-based RISC-V SoCs."
7FMCFX,Unlocking High-Performance AVX2 Emulation with RVV 1.0,poster,blind,http://cfp.riscv-europe.org/media/eu-summit-2026/question_uploads/draft_1pZ51AQ.pdf,Paris Oplopoios,"The x86-64 instruction set has a long history of backwards compatibility, and a lot of performance-intensive software, most of which may never be ported to RISC-V. While existing emulators support the Advanced Vector Extensions (AVX) extension, none do so using the RISC-V Vector (RVV) extension directly. We implemented AVX and AVX2 support in Placeholder using RVV 1.0 and compare performance with existing implementations that don't utilize RVV 1.0. Additionally, we measure the performance benefit of enabling AVX2 support in benchmarks and compare it with the performance benefit in x86-64 hardware."
7TD7TB,An Embedded RISC-V Vector Extension for Edge-Oriented Acceleration,poster,blind,http://cfp.riscv-europe.org/media/eu-summit-2026/question_uploads/RISC_V_Summit_Europe_2026_blind_Xw0ZZy9.pdf,Iñigo Diez de Ulzurrun,"This work details a high-performance Vector Processing Unit (VPU) architecture designed to exploit data-Level Parallelism (DLP) within the strict power and area constraints of embedded environments. Addressing the parallelization needs of data-intensive tasks, the proposed modular architecture implements a subset of the RISC-V Vector (RVV) Zve32x sub-extension, focusing on essential 32-bit integer operations. The VPU is integrated as a co-processor to a CV32E20 core within the eXtendable Heterogeneous Energy-efficient Platform (X-HEEP) ecosystem. It leverages the Core-V eXtension Interface (CV-X-IF) 1.0 for low-latency instruction offloading and the Open Bus Interface (OBI) v1.0 protocol to ensure high-throughput data memory access during load/store operations. The implementation, featuring a Vector Register Length (VLEN) of 128 bits, was validated through Register Transfer Level (RTL) simulation and in hardware using a Xilinx Pynq-Z2 FPGA. Performance was evaluated using standard data-parallel kernels including SAXPY, Indexed Arithmetic, and Matrix Multiplication (Matmul). Additionally, this research investigates the RISC-V GNU Compiler Toolchain, comparing standard C auto-vectorization against manual vectorization using RISC-V Vector C Intrinsics."
87KRJS,Pre-silicon Robustness Assessment of RISC-V Cores using bit-accurate FPGA fault injection,poster,blind,http://cfp.riscv-europe.org/media/eu-summit-2026/question_uploads/template_KEe12f9.pdf,Ilya Tuzov,"FPGA fault injection (FFI) is a well-known technique for verification and robustness assessment of critical systems. However existing FFI tools for current generation FPGAs support only FPGA-specific fault models irrelevant for ASIC prototypes, and feature very coarse-grain analysis insufficient for localization of dependability bottlenecks in the design. To address these limitations have developed a bit-accurate FFI tool (BAFFI), capable of emulating ASIC (RTL) faults at the level of individual netlist cells. This paper explains how BAFFI can be used to obtain robustness estimates for RTL designs and exemplifies this through a case study of an open-source RISC-V SoC."
88TJXG,High-Performance CRC/EC Acceleration for RISC-V Server Storage via Novel ISA Extensions,poster,blind,http://cfp.riscv-europe.org/media/eu-summit-2026/question_uploads/High-Performance_CRCEC_Accelerat_41N2JS2.pdf,"Fengrui Sun, and Zhanheng Yang","Data integrity and fault tolerance are prerequisites for RISC-V adoption in enterprise server environments, relying heavily on Cyclic Redundancy Check (CRC) and Erasure Coding (EC) for storage reliability and network transmission. Currently, the RISC-V ISA lacks the dedicated hardware acceleration found in mature architectures such as x86, leading to significant overhead in implementations. We propose novel ISA extensions to bridge this gap: a fused carry-less multiply-add instruction for CRC folding achieving up to 4x speedup, and a specialized GF(2^8) multiply-accumulate instruction for EC delivering 4x throughput gains over vectorized baselines. Evaluation confirms that these extensions significantly enhance data path efficiency, positioning RISC-V as a competitive architecture for reliable, high-performance storage and networking systems."
8BXPC9,AI inference on bare-metal RISC-V Microcontrollers: A comparison of ExecuTorch and IREE/MLIR,poster,blind,http://cfp.riscv-europe.org/media/eu-summit-2026/question_uploads/riscv-summit-europe-2026-abstrac_SZIcMlB.pdf,Jeremy Bennett,"We have previously demonstrated that it is practical to bring up ExecuTorch on a low power bare metal microcontroller.  ExecuTorch is a project derived from the PyTorch AI framework for inference on embedded devices using traditional eager (“interpreted”) evaluation of AI models.  In this paper, we provide a short overview of how to run ExecuTorch on a bare metal microcontroller.  We then illustrate the features of 32-bit RISC-V [4] which make it attractive for use in edge AI applications, using the Open Hardware Foundation’s CORE-V CV32E40Pv2 microcontroller as deployed in a real world design by two of the co-authors and their colleagues at <redacted>.  We have now ported IREE for the same platform.  IREE is a Linux Foundation experimental project, which uses lazy (“compiled”) evaluation of AI models, with LLVM MLIR as an intermediate representation.  We give a short overview of how to run IREE on a bare metal microcontroller, and then assess what aspects of 32-bit RISC-V make it attractive for IREE.  We conclude by comparing the feasibility of using IREE instead of ExecuTorch and an assessment on the performance of both when carrying out AI inference."
8MCLHT,Runtime Reconfiguration of Decoders in Minimal-area RISC-V Cores,poster,blind,http://cfp.riscv-europe.org/media/eu-summit-2026/question_uploads/Runtime_Reconfiguration_of_the_F_JqbIQJv.pdf,Tobias Scheipel,"Processor implementations designed to occupy minimal areas, such as SERV or FazyRV, are becoming increasingly popular. Some of these designs focus on flexibility and configurability while maintaining their compact design. However, due to their minimal area, implementations often involve compromises in specific components to achieve this level of efficiency. The FazyRV decoder, e.g., is highly optimized for area and therefore omits certain checks for illegal instructions. 
To address these drawbacks, we propose a concept that uses partial runtime reconfiguration to dynamically replace the decoder's logic with a more robust variant to enable stricter instruction checking. These modifications introduce an area overhead of up to 39% more flip-flops than the original implementation. Dynamic partial reconfiguration can be triggered during runtime via a memory-mapped register, enabling the processor to continue normal operation seamlessly."
8QKTQW,Locality-Aware Sparse Matrix Multiplication on RISC-V RVV,poster,blind,http://cfp.riscv-europe.org/media/eu-summit-2026/question_uploads/localy-aware_sparse_matrix_multi_P0PICqu.pdf,Andrea Herrerías León,"Sparse matrix–dense matrix multiplication (SpMM) is a fundamental workload in high-performance computing and emerging edge workloads, yet its performance is typically memory-bound due to irregular and indirect memory accesses. While the RISC-V Vector Extension (RVV) provides flexible data-parallel execution, efficiently exploiting it for sparse workloads remains challenging.

This work evaluates an iterative SpMM kernel on an RVV-enabled RISC-V processor (Spacemit X60, 8 cores) and investigates the combined impact of locality-aware data layout and explicit vectorization. We compare scalar, compiler-vectorized, library-based, and manual intrinsic implementations. Additionally, we apply Morton (Z-order) reordering to improve spatial locality in memory.

Experimental results show that vectorization alone provides limited benefits in memory-bound regimes. However, when combined with Morton reordering, manual RVV vectorization achieves the best performance. Microarchitectural analysis confirms reduced cache misses and improved IPC, although the workload remains fundamentally bandwidth-limited.

The study highlights the importance of data layout co-design when targeting sparse workloads on emerging RISC-V platforms."
8QKWEG,Partial-VL is a First-Class Optimization Tool: Fastest CRC for DPDK on RISC-V,poster,blind,http://cfp.riscv-europe.org/media/eu-summit-2026/question_uploads/PartialVL-as-a-First-Class-Optim_jMZDFgS.pdf,Dr. Philipp Tomsich,"We present an optimised CRC32/CRC16 implementation for DPDK using the Zvbc vector carry-less multiply extension. For  infrastructure silicon — including SmartNICs targeting AI networking workloads where RDMA-capable packet processing must keep GPUs fed —  DPDK on RISC-V needs CRC performance at parity with x86 and Arm.

  Starting from a direct port of the Arm NEON folding-and-Barrett-reduction  approach, we apply a series of RISC-V-specific refinements that reframe  RVV's variable vector length (VL) and tail-undisturbed policy as  **general-purpose optimization mechanisms** — not merely loop-length  controls. The tail-undisturbed Barrett reduction eliminates two 128-bit  mask-constant loads, two `vand` instructions, and one `vxor` compared to  the Arm NEON source, removing 32 bytes of constant data.  VL=1 carry-less multiply eliminates ~5-instruction scalar register-file  round-trips at each call site. These refinements **cascade**: each narrows  the set of live elements, enabling further simplifications — 128-bit  byte-shifts become 64-bit bit-shifts; stack-allocated sequences for CRC seed injection and short-data handling become  register-only using tail-undisturbed loads and construction.

  The unifying insight is that **VL serves as a first-class control knob**  equivalent to PCLMULQDQ's `imm8` lane selector on x86 and explicit mask  constants on Arm — but applicable to *every* vector instruction, not just  one opcode. The implementation requires only Zvbc with VLEN≥128 (both  mandated by RVA23), uses LMUL=1, and integrates into DPDK's existing  multi-backend CRC framework with no API changes."
9G3V9G,Implementation of Open RAN software in a RISC-V platform,poster,blind,http://cfp.riscv-europe.org/media/eu-summit-2026/question_uploads/RiscVSummit2026_openRAN_lNSS1o0.pdf,Javier Hormigo,"The use of open-source stacks with the Open~RAN (Radio Access Network) architecture has been predominantly restricted to x86 and ARM architectures. This work presents the first successful porting of the srsRAN Project to RISC-V, targeting the low-cost Banana Pi BPI-F3 (SpacemiT K1 SoC)  board. We describe the cross-compilation toolchain, the removal of AVX/NEON dependencies in favour of a scalar C fallback, and a preliminary performance evaluation across two 5G NR FDD scenarios. Profiling with Linux perf identifies key data-parallel physical layer (PHY) bottlenecks, establishing primary targets for RVV 1.0 vectorisation. Results show that RISC-V offers promising real-time MIMO performance for a single user, even with a scalar fallback, suggesting that vectorisation will elevate it to highly competitive levels."
9GW78U,RoRiV: Porting the RTOS RODOS on RISC-V for future satellite missions,poster,blind,http://cfp.riscv-europe.org/media/eu-summit-2026/question_uploads/roriv-v2026-03-10-09h17_6lgBE0X.pdf,"Andreas Nüchter, Matthias Jung, Jonathan Hager, Sergio Montenegro, and Andreas Theiner","This work implements the first port of the Real-Time Operating System RODOS on RISC-V. Specifically, the utilized RISC-V core is the RV32IM version of the PicoRV32. In order to develop and test the implementation, the PicoSoC, which is a System-on-a-Chip with a PicoRV32 core, is employed on the Basys3 FPGA board. RODOS provides benchmarks that give a rough estimate of the performance. These benchmarks of various versions of the PicoSoC are evaluated on the FPGA and compared to results of already existing ports. Our benchmarks show that the FPGA prototype is only 5 times slower than CPUs on real chips like an STM32F4. This shows that RISC-V is a promising platform for future applications of RODOS."
9MT9QK,Custom RISC‑V SIMD Matrix Extensions with LLVM Support,poster,blind,http://cfp.riscv-europe.org/media/eu-summit-2026/question_uploads/Custom_RISCV_SIMD_Matrix_Extensi_me5dzz7.pdf,"Catalin Ciobanu, and Alexandru Puscasu",The development of our tightly coupled SIMD/Vector accelerator for matrix operations requires extending the RISC-V instruction set. Special compiler support is required for this extension. Our methodology starts from a Sail description of the ISA extension and generates the compiler target description data. The instructions are described in Sail and are tested in the generated simulator. The compiler is generated from the description model and is tested with the accelerator implemented in hardware. The experimental results suggest that for matrix multiplication we obtained speed-ups up to 1413x compared to an ARM A72 core.
9PWJCZ,Energy-Efficient RISC-V based neuromorphic SoC for Edge AI Applications,poster,blind,http://cfp.riscv-europe.org/media/eu-summit-2026/question_uploads/template_2_sn01GMm.pdf,wenfei,"Spiking Neural Networks (SNNs) offer significant energy efficiency for Edge AI, yet their event-driven nature leads to unpredictable, variable-length output data. In traditional heterogeneous SoCs, this unpredictability causes high CPU overhead and bus inefficiency. This paper presents a specialized Event-Adaptive DMA (EA-DMA) integrated into a RISC-V based SoC. Unlike standard DMAs, the proposed engine performs buffer-triggered, variable-length transfers with maximum-size clamping and hardware backpressure for irregular SNN spike traffic. This work provides a scalable solution for integrating neuromorphic accelerators into the RISC-V ecosystem."
9S7HBH,The art of zeroing on CHERI RISC-V systems,poster,blind,http://cfp.riscv-europe.org/media/eu-summit-2026/question_uploads/The_art_of_zeroing_a0OFSXQ.pdf,Yuecheng Wang,"Memory zeroing is a common operation for enforcing system security. Zeroing is used to clear memory contents to prevent information leakage and initialise memory contents to prevent uninitialized memory access. Vendors such as Intel and ARM support fast memory zeroing instructions to improve system performance efficiency. The cache management operation (CMO) extension has also been recently been added to RISC-V which can be used for improving memory zeroing performance. Compared to the standard systems, memory zeroing is more frequently used in capability systems such as CHERI to prevent capability leakage. In this work, we evaluate different memory zeroing strategies on CHERI, and implement hardware support for improving the performance and efficiency of memory zeroing on CHERI-Toooba: a CHERI-extended RISC-V CPU."
A77QAQ,"Priority-Aware Scheduling of Multi-Model, Multi-Precision DNN Inference on Multi-Cores RISC-V",poster,blind,http://cfp.riscv-europe.org/media/eu-summit-2026/question_uploads/RISC_V_Summit_Europe-final_qnrntxJ.pdf,PGA,"Efficient deployment of Deep Learning (DL) models on RISC-V-based multi-core platforms remains a significant challenge, especially when multiple models with heterogeneous structures and precision requirements must run concurrently. Existing frameworks offer optimized execution for single-model inference but lack support for multi-model scheduling, as well as priority-based resource allocation.
In this work, we extend the capabilities of such frameworks by formalizing the problem of multi-model, multiprecision inference scheduling on constrained many-core architectures like Parallel Ultra-Low Power (PULP). We define a scheduling space where multiple Deep Neural Networks (DNNs), varying in size, type and precision, compete for limited computing and memory resources. We introduce a simple, priority-aware scheduling layer that allocates cores and memory tiles across models, aiming to either minimize overall inference latency or find a tradeoff satisfying each model’s deadline.
To demonstrate the effectiveness of our approach, we leverage the existing Deployment Oriented to memoRY (DORY) framework, and apply a greedy scheduling strategy. We conducted experiments with several models across several tasks and showed that even basic scheduling policies can significantly improve latency, core utilization, and memory efficiency over static and sequential baselines."
A8BV3C,Architectural Scalability Trade-Offs in an RISC-V Vector Processor for Communication Kernels,poster,blind,http://cfp.riscv-europe.org/media/eu-summit-2026/question_uploads/RISC_V_Summit_2026_eVdVATg.pdf,Keivan Fayyazifard,"Communication baseband workloads such as covariance estimation, synchronization and reduction operations exhibit substantial data-level parallelism. The RISC-V Vector Extension (RVV) introduces vector-length agnostic (VLA) execution, enabling scalable vector implementations independent of a fixed hardware width. In this work, we explore architectural scalability trade-offs of a configurable RVV-based vector processor across VLEN, lane count, and lane width. Using representative communication kernels and synthesis with the predictive ASAP7 PDK, we analyze architectural scaling behavior and the interaction between cycle reduction and frequency degradation. While increasing VLEN reduces cycle counts, critical-path growth and bandwidth imbalance introduce a parallelism–frequency trade-off that yields kernel-dependent optimal configurations. We further demonstrate how a lightweight custom vector complex multiplication instruction improves efficiency for covariance-based workloads. The results highlight the importance of balanced compute–memory design for practical and physically realizable RVV implementations."
A9JD3J,Exhaustive Security Verification of Access Control in Processors,poster,blind,http://cfp.riscv-europe.org/media/eu-summit-2026/question_uploads/paper_vhIkPsp.pdf,Anna Duque Antón,"Access control is a foundation of security and is implemented in the hardware of Systems-on-chip. The entire system stack relies on the secure and correct functioning of these access control mechanisms. However, contemporary security verification methods face major challenges in exhaustively detecting targeted security vulnerabilities while also being scalable. We address these challenges with a novel formulation of security property sets. Our approach introduces interlocked property sets, which have a mathematical characteristic that enables scalable and exhaustive verification of general security targets. We propose an interlocked property set for access control verification in processors and have evaluated our approach in several case studies on RISC-V processor cores. Our approach detected multiple security vulnerabilities."
ACRS3G,CHIMERA: Cryptographic Hardware for Integrated Multipurpose Engine on RISC-V with ASCON,poster,blind,http://cfp.riscv-europe.org/media/eu-summit-2026/question_uploads/RISCV_Summit_26_CHIMERA_WublAFC.pdf,"Valeria Piscopo, aledolme, and Enrico Manfredi","As the NIST Lightweight Cryptography (LWC) standard, ASCON is pivotal for securing IoT ecosystems. This work presents CHIMERA, a multipurpose cryptographic engine for RISC-V, supporting AEAD and Hashing. We propose two architectural paradigms integrated via the Core-V eXtension Interface (CV-X-IF): a high-performance Complete Round (CR) version utilizing a state-register bank, and a minimalist Bitwise Rotation Unit (BRU) version focusing on Instruction Set Extensions (ISE). Our designs suit throughput-critical workloads, delivering up to 6x speed-up, as well as footprint-constrained deployments on ASIC and FPGA."
AHPSLC,InterFinder: A Framework for Memory Interference Analysis in RISC-V Vectors,poster,blind,http://cfp.riscv-europe.org/media/eu-summit-2026/question_uploads/InterFinderRISCV-Summit2026_C83NlRS.pdf,Matoussi,"Vector architectures are widely used in multicore systems to exploit data-level parallelism, but their bursty, high-bandwidth memory behavior can exacerbate contention for shared resources such as caches and DRAM, increasing timing variability. This paper introduces the principles behind InterFinder, a unified interference analysis framework for RISC-V vector architectures that combines compiler-based analysis, formal SW/HW modeling, and microarchitectural abstraction to support interference-aware timing analysis."
ALLVDR,STRiVe-VP: LLVM-based performance simulator for RISC-V processors,poster,blind,http://cfp.riscv-europe.org/media/eu-summit-2026/question_uploads/STRiVe-VP-RISCV-Summit-EU_Q8j7OT2.pdf,Giorgio Marletta,"In this paper we present STRiVe-VP, a hybrid RISC-V simulation framework that unifies functional and timing simulation by leveraging LLVM’s compiler infrastructure. Built on RISC-V VP++, it translates executed instructions into LLVM MCInst and LLVM MCA Instruction objects, which are injected into an extended LLVM MCA pipeline. Custom hardware units (cache, prefetch buffer, branch predictor) are modeled, allowing the combination of static scheduling information with dynamic effects from control flow and memory behavior. This direct integration enables timing-aware decisions using live architectural state and provides unified functional and timing debugging. Validation against an FPGA prototype of an in-order, single-issue rv32emc_zfinx core shows that STRiVe-VP matches FPGA cycle counts exactly for several benchmarks and across multiple optimization levels, demonstrating cycle-accurate performance estimation and a solid basis for extending to more complex RISC-V microarchitectures."
